,unit_id,topic,text,jobids,majority,agreement,NK,NPR,AM,KN,SH,NR,JE,WA,GPT-1shot,GPT-5shot,GPT-16shot,GPT-35shot
192,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377-25-PVV,Environment,"Toch geven de peilingen aan dat Nederland weinig behoefte heeft aan kathedralen.Een coalitie met VVD, **PVV**, NSC en BBB ligt namelijk voor de hand.Vier partijen die allemaal geen klimaatbeleid willen voeren waarmee de opwarming tot 1,5 graad kan worden beperkt.",558,R,1.0,R,R,R,R,R,R,R,,R,R,R,R
193,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377-25-VVD,Environment,"Toch geven de peilingen aan dat Nederland weinig behoefte heeft aan kathedralen.Een coalitie met **VVD**, PVV, NSC en BBB ligt namelijk voor de hand.Vier partijen die allemaal geen klimaatbeleid willen voeren waarmee de opwarming tot 1,5 graad kan worden beperkt.",558,R,1.0,R,R,R,R,R,R,R,,R,R,R,R
194,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377-28-BBB,Environment,"Vier partijen die allemaal zijn berispt door de Nederlandse Orde van Advocaten, omdat de plannen uit hun verkiezingsprogramma’s afbreuk doen aan de rechtsstaat.Terwijl links discussieert over ideologische principekwesties, lopen Yesilgöz, Wilders, Omtzigt en Van der **Plas** zich warm voor een cynisch potje coalitiekoehandel.Een stuk minder immigratie voor Omtzigt, een stuk minder klimaatbeleid voor Van der Plas.",558,R,0.5714285714285714,R,N,R,N,N,R,R,,R,R,R,R
195,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377-28-NSC,Immigration,"Vier partijen die allemaal zijn berispt door de Nederlandse Orde van Advocaten, omdat de plannen uit hun verkiezingsprogramma’s afbreuk doen aan de rechtsstaat.Terwijl links discussieert over ideologische principekwesties, lopen Yesilgöz, Wilders, **Omtzigt** en Van der Plas zich warm voor een cynisch potje coalitiekoehandel.Een stuk minder immigratie voor Omtzigt, een stuk minder klimaatbeleid voor Van der Plas.",499,R,0.6666666666666666,R,,R,,N,,,,R,R,R,R
196,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377-28-PVV,Immigration,"Vier partijen die allemaal zijn berispt door de Nederlandse Orde van Advocaten, omdat de plannen uit hun verkiezingsprogramma’s afbreuk doen aan de rechtsstaat.Terwijl links discussieert over ideologische principekwesties, lopen Yesilgöz, **Wilders**, Omtzigt en Van der Plas zich warm voor een cynisch potje coalitiekoehandel.Een stuk minder immigratie voor Omtzigt, een stuk minder klimaatbeleid voor Van der Plas.",499,N,1.0,N,,N,,N,,,,R,R,R,R
197,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377-28-VVD,Immigration,"Vier partijen die allemaal zijn berispt door de Nederlandse Orde van Advocaten, omdat de plannen uit hun verkiezingsprogramma’s afbreuk doen aan de rechtsstaat.Terwijl links discussieert over ideologische principekwesties, lopen **Yesilgöz**, Wilders, Omtzigt en Van der Plas zich warm voor een cynisch potje coalitiekoehandel.Een stuk minder immigratie voor Omtzigt, een stuk minder klimaatbeleid voor Van der Plas.",499,N,1.0,N,,N,,N,,,,R,R,R,R
198,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377-29-BBB,Environment,"Terwijl links discussieert over ideologische principekwesties, lopen Yesilgöz, Wilders, Omtzigt en Van der Plas zich warm voor een cynisch potje coalitiekoehandel.Een stuk minder immigratie voor Omtzigt, een stuk minder klimaatbeleid voor Van der **Plas**.Meer belastingvoordelen voor multinationals voor Yesilgöz, minder rechtsbescherming voor vluchtelingen voor Wilders.",558,R,0.7142857142857143,R,R,R,N,N,R,R,,R,R,R,R
199,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377-29-NSC,Immigration,"Terwijl links discussieert over ideologische principekwesties, lopen Yesilgöz, Wilders, Omtzigt en Van der Plas zich warm voor een cynisch potje coalitiekoehandel.Een stuk minder immigratie voor **Omtzigt**, een stuk minder klimaatbeleid voor Van der Plas.Meer belastingvoordelen voor multinationals voor Yesilgöz, minder rechtsbescherming voor vluchtelingen voor Wilders.",548,R,1.0,R,,R,,,,,,R,R,R,R
200,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377-30-PVV,Immigration,"Een stuk minder immigratie voor Omtzigt, een stuk minder klimaatbeleid voor Van der Plas.Meer belastingvoordelen voor multinationals voor Yesilgöz, minder rechtsbescherming voor vluchtelingen voor **Wilders**.We nemen wat discriminatie op de koop toe.",499,R,1.0,R,,R,,R,,,,,R,R,R
201,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377-30-VVD,Economic,"Een stuk minder immigratie voor Omtzigt, een stuk minder klimaatbeleid voor Van der Plas.Meer belastingvoordelen voor multinationals voor **Yesilgöz**, minder rechtsbescherming voor vluchtelingen voor Wilders.We nemen wat discriminatie op de koop toe.",631,R,1.0,R,R,,,,,,,,,,
202,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377-33-BBB,Agriculture,"Vriendelijk bedankt, het was prettig zaken met u te doen.Yesilgöz zal als beschermvrouwe van het klimaat Wilders ervan moeten weerhouden om ‘al het klimaatbeleid in de shredder’ te doen belanden, terwijl Van der **Plas** genoegzaam achterover leunt.Omtzigt zal de ambitie om de veestapel in te krimpen snel laten varen, als hij daarvoor in de plaats steun krijgt voor zijn Constitutioneel Hof, de wassen neus die hij presenteert als panacee voor alle problemen.",653,N,0.6666666666666666,N,,,N,,R,,,,,,
203,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377-33-BBB,Environment,"Vriendelijk bedankt, het was prettig zaken met u te doen.Yesilgöz zal als beschermvrouwe van het klimaat Wilders ervan moeten weerhouden om ‘al het klimaatbeleid in de shredder’ te doen belanden, terwijl Van der **Plas** genoegzaam achterover leunt.Omtzigt zal de ambitie om de veestapel in te krimpen snel laten varen, als hij daarvoor in de plaats steun krijgt voor zijn Constitutioneel Hof, de wassen neus die hij presenteert als panacee voor alle problemen.",600,R,1.0,R,,,,,R,,,N,N,N,N
204,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377-33-PVV,Environment,"Vriendelijk bedankt, het was prettig zaken met u te doen.Yesilgöz zal als beschermvrouwe van het klimaat **Wilders** ervan moeten weerhouden om ‘al het klimaatbeleid in de shredder’ te doen belanden, terwijl Van der Plas genoegzaam achterover leunt.Omtzigt zal de ambitie om de veestapel in te krimpen snel laten varen, als hij daarvoor in de plaats steun krijgt voor zijn Constitutioneel Hof, de wassen neus die hij presenteert als panacee voor alle problemen.",558,R,0.8571428571428571,R,R,R,N,R,R,R,,R,R,R,R
205,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377-33-VVD,Environment,"Vriendelijk bedankt, het was prettig zaken met u te doen.**Yesilgöz** zal als beschermvrouwe van het klimaat Wilders ervan moeten weerhouden om ‘al het klimaatbeleid in de shredder’ te doen belanden, terwijl Van der Plas genoegzaam achterover leunt.Omtzigt zal de ambitie om de veestapel in te krimpen snel laten varen, als hij daarvoor in de plaats steun krijgt voor zijn Constitutioneel Hof, de wassen neus die hij presenteert als panacee voor alle problemen.",558,L,0.8571428571428571,L,L,L,N,L,L,L,,L,L,L,L
206,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377-34-NSC,Environment,"Yesilgöz zal als beschermvrouwe van het klimaat Wilders ervan moeten weerhouden om ‘al het klimaatbeleid in de shredder’ te doen belanden, terwijl Van der Plas genoegzaam achterover leunt.**Omtzigt** zal de ambitie om de veestapel in te krimpen snel laten varen, als hij daarvoor in de plaats steun krijgt voor zijn Constitutioneel Hof, de wassen neus die hij presenteert als panacee voor alle problemen.Deze race to the bottom betekent niet alleen de stagnatie van het klimaatbeleid, maar ook de afbrokkeling van de rechtsstaat.",558,N,0.5714285714285714,N,R,R,N,N,N,R,,R,R,N,R
207,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377-34-NSC,Agriculture,"Yesilgöz zal als beschermvrouwe van het klimaat Wilders ervan moeten weerhouden om ‘al het klimaatbeleid in de shredder’ te doen belanden, terwijl Van der Plas genoegzaam achterover leunt.**Omtzigt** zal de ambitie om de veestapel in te krimpen snel laten varen, als hij daarvoor in de plaats steun krijgt voor zijn Constitutioneel Hof, de wassen neus die hij presenteert als panacee voor alle problemen.Deze race to the bottom betekent niet alleen de stagnatie van het klimaatbeleid, maar ook de afbrokkeling van de rechtsstaat.",695,R,1.0,R,R,,,,,,,,,,
208,05d3f964877c379ebfc8fd9a4c19dc9a1955616e0cc11732ef5a7089-19-PvdD,Economic,"Junks, bedelaars en daklozen in een uitzichtloze situatie”, schetst Coenradie de groeiende kloof tussen Rotterdammers die het goed hebben én mensen in de goot.Volgens Sabrina van de Peppel van de Partij voor de **Dieren** is er een groot humanitair probleem.Deze week stond het raadslid op het perron bij de metro, en raakte ze aan de praat met een kwetsbare jongeman.",638,L,0.5,N,,L,,,,,,,,,
209,060e870778582b719fdd8fefc0533a989378417ae833331ccc46f2d9-1-Overig,CivilRights,**SGP-lijsttrekker** Stoffer is in Zuid-Holland langsgegaan bij twee anti-abortusbetogers.Zij delen voor een kliniek anti-abortusfolders uit.,"655,523",R,0.6666666666666666,R,,R,,N,,,,R,R,R,R
210,060e870778582b719fdd8fefc0533a989378417ae833331ccc46f2d9-1-SGP,CivilRights,**SGP-lijsttrekker** **Stoffer** is in Zuid-Holland langsgegaan bij twee anti-abortusbetogers.Zij delen voor een kliniek anti-abortusfolders uit.,"655,658,523",N,0.5,R,,R,,N,,N,,R,R,R,R
211,063825bf9ea1d03ea93460decdb9757c24a9889bf544533be5b22cf2-100-VVD,Environment,Neem de stikstof- en klimaatcrises.Zelfs **VVD-kiezers** willen dat de overheid daaraan meer doet.De PvdD-thema's staan op het politieke hoofdtoneel en daardoor ontstaat er beweging.,608,L,1.0,L,L,,,,,,,L,L,L,L
212,063825bf9ea1d03ea93460decdb9757c24a9889bf544533be5b22cf2-101-PvdD,Environment,Zelfs VVD-kiezers willen dat de overheid daaraan meer doet.De **PvdD-thema's** staan op het politieke hoofdtoneel en daardoor ontstaat er beweging.Ik ben heel benieuwd welke stappen andere partijen zetten.',608,N,1.0,N,N,,,,,,,L,L,L,L
213,063825bf9ea1d03ea93460decdb9757c24a9889bf544533be5b22cf2-107-GL/PvdA,Environment,"Mensen mogen van ons verwachten dat we geen water bij de wijn doen als het gaat om onze diepgroene idealen.''Ik heb Frans **Timmermans** (lijsttrekker van **GroenLinks-PvdA**, red.) horen zeggen dat hij met mij kan lezen en schrijven.Hij kent ons programma en onze inzet.",608,N,1.0,N,N,,,,,,,L,L,L,L
214,063825bf9ea1d03ea93460decdb9757c24a9889bf544533be5b22cf2-107-Overig,Environment,"Mensen mogen van ons verwachten dat we geen water bij de wijn doen als het gaat om onze diepgroene idealen.''Ik heb Frans Timmermans (**lijsttrekker** van GroenLinks-PvdA, red.) horen zeggen dat hij met mij kan lezen en schrijven.Hij kent ons programma en onze inzet.",608,N,1.0,N,N,,,,,,,L,L,L,L
215,063825bf9ea1d03ea93460decdb9757c24a9889bf544533be5b22cf2-111-GL/PvdA,Environment,"'Hij weet heel goed wat de wetenschappelijke consensus is die de onderbouwing vormt van al onze voorstellen.''Ik zie dat het bewustzijn over milieu en klimaat bij **Timmermans** behoorlijk gegroeid is sinds hij minister was.En dat bewustzijn is ook gegroeid, bijvoorbeeld onder VVD-jongeren.",608,L,1.0,L,L,,,,,,,L,L,L,L
216,063825bf9ea1d03ea93460decdb9757c24a9889bf544533be5b22cf2-111-Overig,Environment,"'Hij weet heel goed wat de wetenschappelijke consensus is die de onderbouwing vormt van al onze voorstellen.''Ik zie dat het bewustzijn over milieu en klimaat bij Timmermans behoorlijk gegroeid is sinds hij **minister** was.En dat bewustzijn is ook gegroeid, bijvoorbeeld onder VVD-jongeren.",608,L,1.0,L,L,,,,,,,L,L,L,L
217,063825bf9ea1d03ea93460decdb9757c24a9889bf544533be5b22cf2-112-VVD,Agriculture,"'Ik zie dat het bewustzijn over milieu en klimaat bij Timmermans behoorlijk gegroeid is sinds hij minister was.En dat bewustzijn is ook gegroeid, bijvoorbeeld onder **VVD-jongeren**.Zij zien dat de stikstofcrisis niet is opgelost, omdat de veehouderij de hand boven het hoofd wordt gehouden.",701,L,1.0,L,,,L,,,,,,,,
218,063825bf9ea1d03ea93460decdb9757c24a9889bf544533be5b22cf2-112-VVD,Environment,"'Ik zie dat het bewustzijn over milieu en klimaat bij Timmermans behoorlijk gegroeid is sinds hij minister was.En dat bewustzijn is ook gegroeid, bijvoorbeeld onder **VVD-jongeren**.Zij zien dat de stikstofcrisis niet is opgelost, omdat de veehouderij de hand boven het hoofd wordt gehouden.",608,L,1.0,L,L,,,,,,,L,L,L,L
219,063825bf9ea1d03ea93460decdb9757c24a9889bf544533be5b22cf2-117-PvdD,Environment,"ik heb liever een dak boven mijn hoofd dan een speklap op mijn bord.De Partij voor de **Dieren** zal ook na de verkiezingen, in welke rol dan ook, de groene aanjager blijven.''Als de verkiezingsuitslag een kabinet mogelijk maakt dat de groene omslag wil realiseren, gaan we natuurlijk meepraten.",608,L,1.0,L,L,,,,,,,L,L,L,L
220,063825bf9ea1d03ea93460decdb9757c24a9889bf544533be5b22cf2-2-PvdD,Environment,De lijsttrekker:Esther **Ouwehand** (Partij voor de **Dieren**)Nederland moet klimaatneutraal zijn in 2030.,599,L,1.0,L,,,,,L,,L,L,L,L,L
221,063825bf9ea1d03ea93460decdb9757c24a9889bf544533be5b22cf2-22-Overig,Agriculture,"Alleen maar gehannes over het stikstofdoel.Christianne van der Wal durfde als verantwoordelijk **minister** de feiten te benoemen, maar ze stond in haar dooie eentje.Rutte liet het gewoon gebeuren dat Wopke Hoekstra (toenmalig CDA-partijleider, red.) nog eventjes aan die doelen ging morrelen, wat de onrust onder boeren verder heeft vergroot.",701,N,1.0,N,,,N,,,,,,,,
222,063825bf9ea1d03ea93460decdb9757c24a9889bf544533be5b22cf2-23-CDA,Agriculture,"Christianne van der Wal durfde als verantwoordelijk minister de feiten te benoemen, maar ze stond in haar dooie eentje.Rutte liet het gewoon gebeuren dat Wopke Hoekstra (toenmalig **CDA-partijleider**, red.) nog eventjes aan die doelen ging morrelen, wat de onrust onder boeren verder heeft vergroot.Dus Rutte IV heeft weer twee jaar tijd verspild.'",715,L,1.0,L,,,,,,,,,,,
223,063825bf9ea1d03ea93460decdb9757c24a9889bf544533be5b22cf2-23-Overig,Agriculture,"Christianne van der Wal durfde als verantwoordelijk minister de feiten te benoemen, maar ze stond in haar dooie eentje.Rutte liet het gewoon gebeuren dat Wopke Hoekstra (toenmalig **CDA-partijleider**, red.) nog eventjes aan die doelen ging morrelen, wat de onrust onder boeren verder heeft vergroot.Dus Rutte IV heeft weer twee jaar tijd verspild.'",701,N,1.0,N,,,N,,,,,,,,
224,063825bf9ea1d03ea93460decdb9757c24a9889bf544533be5b22cf2-23-Overig,Environment,"Christianne van der Wal durfde als verantwoordelijk minister de feiten te benoemen, maar ze stond in haar dooie eentje.Rutte liet het gewoon gebeuren dat Wopke Hoekstra (toenmalig **CDA-partijleider**, red.) nog eventjes aan die doelen ging morrelen, wat de onrust onder boeren verder heeft vergroot.Dus Rutte IV heeft weer twee jaar tijd verspild.'",608,N,1.0,N,N,,,,,,,N,N,N,N
225,063825bf9ea1d03ea93460decdb9757c24a9889bf544533be5b22cf2-4-Overig,Environment,"Nederland moet klimaatneutraal zijn in 2030.Aan dat doel wil **lijsttrekker** Esther Ouwehand van de Partij voor de Dieren niet tornen.Dus moet de veestapel inkrimpen, Tata Steel worden aangepakt, de luchtvaart halveren en tienduizenden werknemers worden omgeschoold.",608,L,1.0,L,L,,,,,,,,L,L,L
226,063825bf9ea1d03ea93460decdb9757c24a9889bf544533be5b22cf2-4-PvdD,Environment,"Nederland moet klimaatneutraal zijn in 2030.Aan dat doel wil lijsttrekker Esther **Ouwehand** van de Partij voor de **Dieren** niet tornen.Dus moet de veestapel inkrimpen, Tata Steel worden aangepakt, de luchtvaart halveren en tienduizenden werknemers worden omgeschoold.",608,L,1.0,L,L,,,,,,,,L,L,L
227,063825bf9ea1d03ea93460decdb9757c24a9889bf544533be5b22cf2-81-Denk,Environment,Voor de lange termijn hebben we een gezonde economie nodig die niet over grenzen van de planeet gaat.Ik **denk** dat mensen mogen verwachten dat de overheid hen beschermt en durft te zeggen: dit gaat dus niet.''Marktwerking en bureaucratie kosten veel geld.,608,N,1.0,N,N,,,,,,,,L,L,N
228,063825bf9ea1d03ea93460decdb9757c24a9889bf544533be5b22cf2-92-PvdD,Environment,"'Nee.De **PvdD** heeft al jarenlang een breed programma, waarbij we altijd duidelijk maken dat we blijven opkomen voor dier, natuur en milieu.Een omslag van mens-centraal denken naar eco-centraal denken is de enige manier om de bestaande problemen te lijf te gaan.",608,L,1.0,L,L,,,,,,,,L,L,L
229,06399ce95b1bcdcbf7b6241d86106bcfb94df026cf18cbe5c1d814b5-13-D66,Environment,Hij heeft dit niet nodig tijdens de campagne.”**Jetten** wijst onder meer op het feit dat Nederland in één jaar van het Russisch gas afgeschakeld is.„Dat gebeurt niet als je achterover hebt geleund.”,617,L,1.0,L,,,,L,,,,,,L,L
230,06399ce95b1bcdcbf7b6241d86106bcfb94df026cf18cbe5c1d814b5-22-CDA,Environment,"„Oh, ga je wel kijken?”Ook tussen **CDA-leider** Henri **Bontenbal** en Timmermans knettert het even op de redactievloer, als ze elkaars verkiezingskranten bekijken.Bontenbal valt op zijn pagina Timmermans’ kernenergie-standpunt aan.",617,N,1.0,N,,,,N,,,,,,N,R
231,06399ce95b1bcdcbf7b6241d86106bcfb94df026cf18cbe5c1d814b5-22-GL/PvdA,Environment,"„Oh, ga je wel kijken?”Ook tussen CDA-leider Henri Bontenbal en **Timmermans** knettert het even op de redactievloer, als ze elkaars verkiezingskranten bekijken.Bontenbal valt op zijn pagina Timmermans’ kernenergie-standpunt aan.",617,N,1.0,N,,,,N,,,,,,N,N
232,06399ce95b1bcdcbf7b6241d86106bcfb94df026cf18cbe5c1d814b5-23-CDA,Environment,"Ook tussen CDA-leider Henri Bontenbal en Timmermans knettert het even op de redactievloer, als ze elkaars verkiezingskranten bekijken.**Bontenbal** valt op zijn pagina Timmermans’ kernenergie-standpunt aan.„Ik kan niet vaak genoeg op deze pagina’s terugkomen”, grapt de linkse leider, die de confrontatie met Bontenbal zoekt.",617,N,1.0,N,,,,N,,,,,,R,R
233,06399ce95b1bcdcbf7b6241d86106bcfb94df026cf18cbe5c1d814b5-23-GL/PvdA,Environment,"Ook tussen CDA-leider Henri Bontenbal en Timmermans knettert het even op de redactievloer, als ze elkaars verkiezingskranten bekijken.Bontenbal valt op zijn pagina **Timmermans’** kernenergie-standpunt aan.„Ik kan niet vaak genoeg op deze pagina’s terugkomen”, grapt de linkse leider, die de confrontatie met Bontenbal zoekt.",617,N,1.0,N,,,,N,,,,,,R,N
234,06399ce95b1bcdcbf7b6241d86106bcfb94df026cf18cbe5c1d814b5-24-CDA,Environment,"Bontenbal valt op zijn pagina Timmermans’ kernenergie-standpunt aan.„Ik kan niet vaak genoeg op deze pagina’s terugkomen”, grapt de linkse leider, die de confrontatie met **Bontenbal** zoekt.„Hoeveel geld hebben jullie opgenomen voor kerncentrales?”, wil Timmermans van de CDA’er weten.","624,623",N,0.6666666666666666,N,,,L,,,N,,,,N,N
235,06399ce95b1bcdcbf7b6241d86106bcfb94df026cf18cbe5c1d814b5-25-CDA,Environment,"„Ik kan niet vaak genoeg op deze pagina’s terugkomen”, grapt de linkse leider, die de confrontatie met Bontenbal zoekt.„Hoeveel geld hebben jullie opgenomen voor kerncentrales?”, wil Timmermans van de **CDA’er** weten.Maar Bontenbal is net als Jetten gepikeerd over wat Timmermans in de ochtend bij WNL heeft gezegd.","671,622,675",N,0.75,N,,N,L,,,N,,,,N,N
